,Schema,Control,Mixed
0,"[1.48044753074646, 1.4846410751342773, 1.5437641143798828, 1.594281554222107, 1.6583364009857178, 1.719258427619934, 1.803374171257019, 1.9186887741088867, 2.005976915359497, 2.148989677429199, 2.2272884845733643, 2.3338541984558105, 2.418168306350708, 2.471273183822632, 2.5366766452789307, 2.4876255989074707, 2.44278621673584, 2.281578540802002, 2.2975449562072754, 2.2709195613861084, 2.4574708938598633, 2.3290586471557617, 2.2553369998931885, 2.3433918952941895, 2.320589065551758, 2.330622434616089, 2.511512279510498, 2.5949416160583496, 2.523045539855957, 2.569962978363037, 2.504642963409424, 2.44024920463562, 2.254938840866089, 2.0888571739196777, 2.059208869934082, 2.204108476638794, 2.0795562267303467, 2.2043440341949463, 2.2098445892333984, 2.289001703262329, 2.265049695968628, 2.076679229736328, 2.09975528717041, 1.925040364265442, 2.1823225021362305, 1.9972840547561646, 2.1529645919799805, 2.1471469402313232, 2.0458462238311768, 2.009993076324463]","[1.4735267162322998, 1.4734095335006714, 1.5123043060302734, 1.5539534091949463, 1.5963633060455322, 1.6516835689544678, 1.707772970199585, 1.770826816558838, 1.8007099628448486, 1.8397743701934814, 1.897708773612976, 1.9525283575057983, 1.9778510332107544, 2.0012307167053223, 1.9449775218963623, 1.8452496528625488, 1.778145432472229, 1.779707670211792, 1.7749583721160889, 1.774385690689087, 1.791978120803833, 1.8055201768875122, 1.8242418766021729, 1.794177770614624, 1.798596978187561, 1.813774824142456, 1.8321596384048462, 1.8244625329971313, 1.8132020235061646, 1.8392117023468018, 1.818885087966919, 1.8419533967971802, 1.8285624980926514, 1.806922197341919, 1.8137609958648682, 1.803204894065857, 1.7803469896316528, 1.7743611335754395, 1.8210097551345825, 1.7875372171401978, 1.8284140825271606, 1.8370463848114014, 1.8414427042007446, 1.8429794311523438, 1.8442916870117188, 1.7832019329071045, 1.7968504428863525, 1.8165227174758911, 1.782034158706665, 1.7944426536560059]","[1.4832994937896729, 1.4761370420455933, 1.524032711982727, 1.5689810514450073, 1.6132086515426636, 1.6727911233901978, 1.7474485635757446, 1.8059511184692383, 1.8935729265213013, 1.9434400796890259, 1.9983662366867065, 2.0338540077209473, 2.0154590606689453, 2.0164642333984375, 2.005397081375122, 2.023320198059082, 2.0003538131713867, 1.9622050523757935, 1.9969130754470825, 1.9556044340133667, 1.9559348821640015, 2.0144972801208496, 2.0039494037628174, 1.9905344247817993, 2.0363287925720215, 2.0183322429656982, 2.049650192260742, 2.0767464637756348, 2.038404703140259, 2.02377986907959, 1.9990493059158325, 1.9826666116714478, 2.02730655670166, 1.9895853996276855, 1.9721482992172241, 1.9810893535614014, 1.9621057510375977, 1.9305459260940552, 1.920061469078064, 1.9648261070251465, 1.9615914821624756, 1.9065330028533936, 1.9370254278182983, 1.9391597509384155, 1.9123539924621582, 1.9338206052780151, 1.9729284048080444, 1.916538119316101, 1.913750171661377, 1.9311059713363647]"
1,"[1.4883025884628296, 1.4937005043029785, 1.5496857166290283, 1.6057417392730713, 1.664658546447754, 1.7529609203338623, 1.8626428842544556, 1.9892760515213013, 2.0937507152557373, 2.1824429035186768, 2.2797584533691406, 2.371011257171631, 2.4575774669647217, 2.530716896057129, 2.5893807411193848, 2.6656572818756104, 2.6517529487609863, 2.504648208618164, 2.299072504043579, 2.2002720832824707, 2.1272549629211426, 2.2446787357330322, 2.3065433502197266, 2.3681209087371826, 2.3637337684631348, 2.3619136810302734, 2.377441644668579, 2.2465898990631104, 2.2125051021575928, 2.34639573097229, 2.315441131591797, 2.3375911712646484, 2.2159371376037598, 2.1948249340057373, 2.124112367630005, 1.9940484762191772, 1.9656672477722168, 1.9863866567611694, 2.0386979579925537, 2.0881576538085938, 2.163078784942627, 2.193005084991455, 2.065945625305176, 2.141540765762329, 2.1237549781799316, 2.0624172687530518, 2.0440921783447266, 2.210132360458374, 2.158662796020508, 2.1357243061065674]","[1.4704159498214722, 1.4627423286437988, 1.496545433998108, 1.5458649396896362, 1.5922421216964722, 1.6533586978912354, 1.7152626514434814, 1.7626463174819946, 1.796758770942688, 1.849385380744934, 1.8731507062911987, 1.8557685613632202, 1.8499234914779663, 1.9322092533111572, 1.9394583702087402, 1.9367551803588867, 1.9272193908691406, 1.9480537176132202, 1.955803394317627, 1.9655787944793701, 1.943949818611145, 1.9315930604934692, 1.9058130979537964, 1.9413206577301025, 1.9231038093566895, 1.9139361381530762, 1.9197275638580322, 1.9515177011489868, 1.906757116317749, 1.869853138923645, 1.9250849485397339, 1.8997926712036133, 1.9305830001831055, 1.9011064767837524, 1.8185083866119385, 1.7792532444000244, 1.750749945640564, 1.7772494554519653, 1.794572114944458, 1.762198567390442, 1.7770466804504395, 1.762049674987793, 1.7851718664169312, 1.7740906476974487, 1.777863621711731, 1.8031421899795532, 1.7909090518951416, 1.7796295881271362, 1.7731618881225586, 1.7710232734680176]","[1.4845131635665894, 1.4843544960021973, 1.5231077671051025, 1.5768177509307861, 1.6244782209396362, 1.6799371242523193, 1.7423667907714844, 1.8208284378051758, 1.9044044017791748, 1.9637033939361572, 2.0296919345855713, 2.0081067085266113, 1.9354947805404663, 1.8745709657669067, 1.8968498706817627, 1.9532939195632935, 2.0063908100128174, 1.9976669549942017, 2.013237476348877, 1.9805833101272583, 2.000138759613037, 2.0223169326782227, 2.013371467590332, 1.9773739576339722, 1.9760617017745972, 1.9870829582214355, 2.0040605068206787, 1.9650582075119019, 1.9676884412765503, 1.9602006673812866, 1.9497441053390503, 1.929468035697937, 1.9504035711288452, 1.910219669342041, 1.9349303245544434, 1.9515740871429443, 1.9143807888031006, 1.9512455463409424, 2.0128002166748047, 1.9961941242218018, 1.9846233129501343, 1.9968860149383545, 2.001077890396118, 2.0492169857025146, 2.078346014022827, 2.081406593322754, 2.027674436569214, 1.991755723953247, 2.0233352184295654, 1.9788373708724976]"
2,"[1.4865847826004028, 1.4996795654296875, 1.5479583740234375, 1.6023703813552856, 1.6588466167449951, 1.727357268333435, 1.7825068235397339, 1.8758125305175781, 2.0208370685577393, 2.1171457767486572, 2.2224929332733154, 2.273515224456787, 2.36816668510437, 2.3820180892944336, 2.4094629287719727, 2.4549918174743652, 2.530055522918701, 2.5702476501464844, 2.606651782989502, 2.591268301010132, 2.5755956172943115, 2.704484701156616, 2.725393772125244, 2.729135751724243, 2.5545809268951416, 2.2476634979248047, 2.137932062149048, 2.124870777130127, 2.1843416690826416, 2.135460376739502, 2.1846134662628174, 2.2700939178466797, 2.2699294090270996, 2.3981308937072754, 2.331598997116089, 2.318044900894165, 2.278528928756714, 2.2167789936065674, 2.1466495990753174, 2.1544737815856934, 2.149122476577759, 2.1981730461120605, 2.101750373840332, 2.246832847595215, 2.1983675956726074, 2.1700515747070312, 2.142756223678589, 2.1543006896972656, 1.9843010902404785, 2.112287998199463]","[1.4739537239074707, 1.4856301546096802, 1.5119202136993408, 1.5465443134307861, 1.6099861860275269, 1.6572240591049194, 1.7158020734786987, 1.7825429439544678, 1.840013027191162, 1.9150782823562622, 1.9969664812088013, 2.018596887588501, 2.035959243774414, 2.0061144828796387, 2.002211332321167, 1.9460947513580322, 1.9158886671066284, 1.7933818101882935, 1.8251177072525024, 1.8443206548690796, 1.8428157567977905, 1.8443012237548828, 1.8452571630477905, 1.8163732290267944, 1.8165863752365112, 1.826015591621399, 1.8565878868103027, 1.851180911064148, 1.8604683876037598, 1.8833575248718262, 1.9382975101470947, 1.9024325609207153, 1.8636562824249268, 1.8307470083236694, 1.822352647781372, 1.7960538864135742, 1.8196220397949219, 1.8372139930725098, 1.8227404356002808, 1.7817580699920654, 1.828949213027954, 1.804763674736023, 1.854830265045166, 1.834657073020935, 1.7908676862716675, 1.7927249670028687, 1.773461103439331, 1.7725341320037842, 1.7518541812896729, 1.765231728553772]","[1.470002293586731, 1.468477487564087, 1.502418875694275, 1.5525476932525635, 1.5966988801956177, 1.6588207483291626, 1.7402403354644775, 1.8348541259765625, 1.9214290380477905, 2.0117390155792236, 2.112352132797241, 2.1407811641693115, 2.143700122833252, 2.1297004222869873, 2.1045637130737305, 2.104653835296631, 2.1765084266662598, 2.2011680603027344, 2.2081987857818604, 2.1451339721679688, 2.088895320892334, 2.0854525566101074, 2.0662546157836914, 2.1182987689971924, 2.1892969608306885, 2.182406187057495, 2.2017784118652344, 2.1708922386169434, 2.18218731880188, 2.115907907485962, 2.1479806900024414, 2.151747703552246, 2.148710012435913, 2.157393455505371, 2.1071741580963135, 2.173048257827759, 2.153080463409424, 2.0680713653564453, 1.986680269241333, 2.026756763458252, 1.9877738952636719, 1.9818236827850342, 1.9959360361099243, 2.037097692489624, 2.0013153553009033, 2.087888717651367, 2.0525572299957275, 2.0231528282165527, 1.8769840002059937, 1.8602932691574097]"
3,"[1.4698599576950073, 1.4725561141967773, 1.5255380868911743, 1.574368953704834, 1.6401211023330688, 1.7113463878631592, 1.7906155586242676, 1.8778268098831177, 1.9632889032363892, 2.0689918994903564, 2.1478424072265625, 2.2268319129943848, 2.280001640319824, 2.3179094791412354, 2.4072976112365723, 2.49696683883667, 2.5100483894348145, 2.5218565464019775, 2.6109564304351807, 2.587186813354492, 2.5816946029663086, 2.5337777137756348, 2.4777398109436035, 2.4298958778381348, 2.4431018829345703, 2.382173538208008, 2.401935577392578, 2.3232831954956055, 2.270463466644287, 2.338258743286133, 2.352407455444336, 2.3232688903808594, 2.2210588455200195, 2.1939311027526855, 2.0808522701263428, 2.1437103748321533, 2.136793851852417, 2.0879082679748535, 2.0341618061065674, 2.1033072471618652, 2.020573139190674, 1.9870620965957642, 2.0279481410980225, 1.9921965599060059, 2.0971057415008545, 1.9711517095565796, 2.0798938274383545, 1.9887372255325317, 1.999178409576416, 1.9680527448654175]","[1.4795997142791748, 1.481415033340454, 1.524134635925293, 1.56190824508667, 1.6139124631881714, 1.6628854274749756, 1.714364767074585, 1.776110291481018, 1.8261009454727173, 1.879968523979187, 1.896080732345581, 1.8741168975830078, 1.8599681854248047, 1.9049516916275024, 1.9013597965240479, 1.8955209255218506, 1.9102427959442139, 1.8682864904403687, 1.8489516973495483, 1.8805630207061768, 1.8948936462402344, 1.902672290802002, 1.9045259952545166, 1.856151819229126, 1.927613615989685, 1.9162518978118896, 1.9254387617111206, 1.8475332260131836, 1.8068194389343262, 1.7714016437530518, 1.7456504106521606, 1.7825967073440552, 1.783478021621704, 1.8059149980545044, 1.799882411956787, 1.811358094215393, 1.8282382488250732, 1.846814751625061, 1.8654996156692505, 1.8266189098358154, 1.8248558044433594, 1.8277018070220947, 1.8361839056015015, 1.820102572441101, 1.8096141815185547, 1.8075957298278809, 1.7868871688842773, 1.8052619695663452, 1.800999641418457, 1.7777369022369385]","[1.483532190322876, 1.4838578701019287, 1.5305296182632446, 1.5835469961166382, 1.6422247886657715, 1.7194411754608154, 1.7733805179595947, 1.8348363637924194, 1.921952724456787, 1.9745510816574097, 2.061730146408081, 2.1495091915130615, 2.2036356925964355, 2.254034996032715, 2.2949719429016113, 2.3119497299194336, 2.203402042388916, 1.9296116828918457, 1.775550127029419, 1.7417161464691162, 1.7830556631088257, 1.8432643413543701, 1.8468672037124634, 1.8992538452148438, 1.952267050743103, 1.9477615356445312, 1.9027968645095825, 1.944871425628662, 1.9726214408874512, 1.960814118385315, 1.9197579622268677, 1.9158687591552734, 1.8890668153762817, 1.8997125625610352, 1.8761653900146484, 1.9122207164764404, 1.9020447731018066, 1.93730628490448, 1.9178472757339478, 1.9092357158660889, 1.9471136331558228, 1.9452790021896362, 2.007988214492798, 1.9817109107971191, 1.9610704183578491, 1.9940038919448853, 1.9976387023925781, 2.0196454524993896, 2.030559539794922, 2.003283739089966]"
4,"[1.4756559133529663, 1.4878971576690674, 1.5376479625701904, 1.6023324728012085, 1.6590579748153687, 1.733963966369629, 1.8126565217971802, 1.8810229301452637, 1.9695448875427246, 2.0602285861968994, 2.177744150161743, 2.1836369037628174, 2.179208517074585, 2.150038480758667, 2.0355277061462402, 2.0537619590759277, 2.1108031272888184, 2.2119882106781006, 2.23684024810791, 2.228422164916992, 2.266115665435791, 2.300659418106079, 2.3518149852752686, 2.3627963066101074, 2.4101381301879883, 2.4481136798858643, 2.4883875846862793, 2.4052035808563232, 2.2938194274902344, 2.2149062156677246, 2.2186667919158936, 2.2008016109466553, 2.155583381652832, 2.217369794845581, 2.2912445068359375, 2.339064598083496, 2.339662551879883, 2.3806416988372803, 2.4088096618652344, 2.3880345821380615, 2.4469308853149414, 2.3722643852233887, 2.392404317855835, 2.154981851577759, 2.2477614879608154, 2.0327463150024414, 1.8541380167007446, 1.917169213294983, 2.030017137527466, 1.887722134590149]","[1.4823710918426514, 1.486224889755249, 1.5298680067062378, 1.5736573934555054, 1.6237396001815796, 1.6845842599868774, 1.7359927892684937, 1.7913792133331299, 1.8456034660339355, 1.8806920051574707, 1.8758723735809326, 1.887073278427124, 1.8843222856521606, 1.863354206085205, 1.8861409425735474, 1.8596744537353516, 1.8274840116500854, 1.8422421216964722, 1.8339381217956543, 1.8344568014144897, 1.8426178693771362, 1.8386918306350708, 1.8514317274093628, 1.8557950258255005, 1.836856722831726, 1.8402844667434692, 1.8183116912841797, 1.8322455883026123, 1.830352544784546, 1.84903085231781, 1.8374208211898804, 1.8553694486618042, 1.8501863479614258, 1.8711705207824707, 1.8474693298339844, 1.8601211309432983, 1.8482869863510132, 1.8375791311264038, 1.799937129020691, 1.814018726348877, 1.8295559883117676, 1.8390949964523315, 1.808930516242981, 1.7681862115859985, 1.7651166915893555, 1.7675416469573975, 1.7998082637786865, 1.796491026878357, 1.8508721590042114, 1.8212026357650757]","[1.4635497331619263, 1.4791089296340942, 1.5155826807022095, 1.5584348440170288, 1.6011468172073364, 1.6585137844085693, 1.7148566246032715, 1.7769368886947632, 1.8358293771743774, 1.9081287384033203, 1.9677633047103882, 2.0365889072418213, 2.0587399005889893, 2.0516114234924316, 2.0533511638641357, 2.070737361907959, 2.043921947479248, 2.066114902496338, 2.0710928440093994, 2.04211163520813, 1.9761594533920288, 1.9641464948654175, 1.9630807638168335, 1.9923372268676758, 1.9846850633621216, 2.0270895957946777, 2.016350507736206, 2.0544254779815674, 1.965806484222412, 1.9567229747772217, 2.003647804260254, 2.008395195007324, 1.991709589958191, 1.9499152898788452, 1.8886834383010864, 1.860945463180542, 1.8677681684494019, 1.8572226762771606, 1.9316240549087524, 1.922105312347412, 1.9121770858764648, 1.937852144241333, 1.9453668594360352, 2.0158867835998535, 2.016115665435791, 1.9315437078475952, 1.9741171598434448, 2.0190324783325195, 1.8936347961425781, 1.822380542755127]"
5,"[1.481175422668457, 1.4862467050552368, 1.5350062847137451, 1.5860209465026855, 1.6310920715332031, 1.690154790878296, 1.7534456253051758, 1.843018651008606, 1.9176819324493408, 1.9965107440948486, 2.0960206985473633, 2.1615283489227295, 2.223965883255005, 2.2361936569213867, 2.304058790206909, 2.3501055240631104, 2.4372806549072266, 2.431504964828491, 2.463268280029297, 2.4958622455596924, 2.39434552192688, 2.4185216426849365, 2.386974334716797, 2.3434267044067383, 2.3155128955841064, 2.2483720779418945, 2.2571675777435303, 2.2862913608551025, 2.316265821456909, 2.2683873176574707, 2.238572835922241, 2.3425357341766357, 2.3071393966674805, 2.2626514434814453, 2.270008087158203, 2.149005174636841, 2.1745545864105225, 2.3234148025512695, 2.1538655757904053, 2.2388055324554443, 2.119046211242676, 2.2330801486968994, 2.2844362258911133, 2.3821299076080322, 2.143083333969116, 2.145719051361084, 1.8682745695114136, 1.9045195579528809, 1.8010354042053223, 1.8173965215682983]","[1.4885472059249878, 1.4843701124191284, 1.5174449682235718, 1.5598886013031006, 1.59722101688385, 1.6669948101043701, 1.7262382507324219, 1.7911243438720703, 1.8418570756912231, 1.8649433851242065, 1.8476719856262207, 1.8663721084594727, 1.865364909172058, 1.8669397830963135, 1.8803560733795166, 1.8574124574661255, 1.8731915950775146, 1.8691920042037964, 1.8975753784179688, 1.8731093406677246, 1.8550677299499512, 1.8575074672698975, 1.8607698678970337, 1.8642070293426514, 1.868054986000061, 1.86991548538208, 1.8438252210617065, 1.8491803407669067, 1.8608362674713135, 1.849974274635315, 1.8443691730499268, 1.8384186029434204, 1.8447809219360352, 1.7724130153656006, 1.8067768812179565, 1.7803279161453247, 1.8293230533599854, 1.8025623559951782, 1.8134353160858154, 1.7893965244293213, 1.80015230178833, 1.775488257408142, 1.8175026178359985, 1.759052038192749, 1.7565019130706787, 1.765379548072815, 1.7655360698699951, 1.8094511032104492, 1.8164191246032715, 1.8111095428466797]","[1.4836901426315308, 1.4893434047698975, 1.5429542064666748, 1.5994980335235596, 1.6652640104293823, 1.7323944568634033, 1.7947949171066284, 1.8367215394973755, 1.8943610191345215, 1.9305635690689087, 1.9681429862976074, 1.972446322441101, 1.9843426942825317, 2.0005805492401123, 2.042081356048584, 2.002135753631592, 1.9658889770507812, 1.9625568389892578, 1.968106746673584, 1.9746578931808472, 2.018418073654175, 2.1001877784729004, 2.0633842945098877, 2.046804428100586, 2.006682872772217, 2.0176961421966553, 2.001786947250366, 2.0191259384155273, 2.0185108184814453, 2.0184128284454346, 2.043393135070801, 2.0383784770965576, 1.9790176153182983, 1.9854670763015747, 1.9954527616500854, 2.0565977096557617, 2.0796475410461426, 1.9757565259933472, 1.9159621000289917, 1.8705618381500244, 1.8929567337036133, 1.9211206436157227, 1.9684550762176514, 1.9545680284500122, 1.8918476104736328, 1.9063072204589844, 1.9107506275177002, 1.8871896266937256, 1.8608629703521729, 1.8850774765014648]"
6,"[1.47413969039917, 1.4860894680023193, 1.521418571472168, 1.5828660726547241, 1.6446975469589233, 1.7112207412719727, 1.7883141040802002, 1.8688609600067139, 1.944716453552246, 2.0218794345855713, 2.0669376850128174, 2.1113739013671875, 2.1989986896514893, 2.285844326019287, 2.3657100200653076, 2.435826539993286, 2.4619321823120117, 2.4755494594573975, 2.550837993621826, 2.485058307647705, 2.3624775409698486, 2.27816104888916, 2.2623238563537598, 2.3103890419006348, 2.2951502799987793, 2.395569086074829, 2.440722703933716, 2.3919949531555176, 2.3812942504882812, 2.3088929653167725, 2.420767307281494, 2.431326389312744, 2.3292362689971924, 2.2605161666870117, 2.273672580718994, 2.268765926361084, 2.146697998046875, 2.0818231105804443, 2.083146810531616, 2.216289758682251, 2.2925474643707275, 2.282308340072632, 2.2640702724456787, 2.2384674549102783, 2.184879779815674, 2.2720224857330322, 2.452678918838501, 2.427298069000244, 2.409425973892212, 2.34322452545166]","[1.4789286851882935, 1.474402666091919, 1.5090335607528687, 1.5458896160125732, 1.590005874633789, 1.6419745683670044, 1.7024983167648315, 1.7615044116973877, 1.8092633485794067, 1.8639718294143677, 1.9078787565231323, 1.9662991762161255, 2.001915693283081, 1.991550326347351, 1.9203526973724365, 1.8737388849258423, 1.8691091537475586, 1.9135478734970093, 1.888901948928833, 1.897446632385254, 1.925285816192627, 1.898084282875061, 1.8553040027618408, 1.8319159746170044, 1.8320071697235107, 1.8845105171203613, 1.858797550201416, 1.8439459800720215, 1.8374706506729126, 1.8789950609207153, 1.8286765813827515, 1.8294156789779663, 1.8491212129592896, 1.8274739980697632, 1.8225712776184082, 1.844821572303772, 1.8399083614349365, 1.8213437795639038, 1.835891604423523, 1.8268437385559082, 1.7693874835968018, 1.7622984647750854, 1.7700293064117432, 1.7689762115478516, 1.772472858428955, 1.7777105569839478, 1.7888883352279663, 1.7529124021530151, 1.7863655090332031, 1.7903167009353638]","[1.481186866760254, 1.4833468198776245, 1.5370527505874634, 1.5769480466842651, 1.6298298835754395, 1.6963163614273071, 1.7690433263778687, 1.8221379518508911, 1.8918030261993408, 1.972733974456787, 2.057931661605835, 2.1270344257354736, 2.16084361076355, 2.1611170768737793, 2.1263582706451416, 2.1107964515686035, 2.084026575088501, 2.124814748764038, 2.1807162761688232, 2.135526418685913, 2.0042905807495117, 2.012721300125122, 2.0246942043304443, 2.0487709045410156, 2.0441629886627197, 2.030874013900757, 2.075444221496582, 2.0775864124298096, 2.082550525665283, 2.0152835845947266, 1.998322606086731, 1.9565314054489136, 1.977922797203064, 1.9809144735336304, 1.9676005840301514, 2.0182018280029297, 2.0449328422546387, 2.0859200954437256, 2.0655996799468994, 2.0947232246398926, 2.087799072265625, 2.0385189056396484, 1.9584904909133911, 1.9495211839675903, 1.945481777191162, 2.017540454864502, 1.9613630771636963, 1.9553738832473755, 1.9380618333816528, 1.9510658979415894]"
7,"[1.4719046354293823, 1.4765715599060059, 1.5242787599563599, 1.5875757932662964, 1.644391417503357, 1.7192307710647583, 1.8035773038864136, 1.9092538356781006, 1.9794596433639526, 2.0748026371002197, 2.125291347503662, 2.13944673538208, 2.1681551933288574, 2.236356496810913, 2.3416123390197754, 2.4142351150512695, 2.4656991958618164, 2.524101972579956, 2.576127529144287, 2.6127243041992188, 2.6797242164611816, 2.538215160369873, 2.611175775527954, 2.493647813796997, 2.4407410621643066, 2.4667510986328125, 2.4250926971435547, 2.4888603687286377, 2.5147688388824463, 2.5561423301696777, 2.464400053024292, 2.6793923377990723, 2.573587417602539, 2.550844430923462, 2.516808032989502, 2.5492212772369385, 2.6007678508758545, 2.7019872665405273, 2.640839099884033, 2.607433319091797, 2.3624019622802734, 2.238114356994629, 2.183593988418579, 2.179274797439575, 2.363306999206543, 2.1218996047973633, 2.2156834602355957, 2.003876209259033, 1.859645128250122, 1.863153338432312]","[1.4719574451446533, 1.4784520864486694, 1.5152108669281006, 1.5624836683273315, 1.602046012878418, 1.6610807180404663, 1.7166672945022583, 1.7705063819885254, 1.8277863264083862, 1.8717564344406128, 1.9098458290100098, 1.9475191831588745, 1.9377968311309814, 1.8479582071304321, 1.8482818603515625, 1.8436822891235352, 1.882627248764038, 1.937958002090454, 1.905785322189331, 1.89324152469635, 1.8691093921661377, 1.846133828163147, 1.8604367971420288, 1.8180547952651978, 1.836342453956604, 1.8372060060501099, 1.8479784727096558, 1.8550068140029907, 1.8411214351654053, 1.8129918575286865, 1.8122223615646362, 1.728410005569458, 1.7318480014801025, 1.7296812534332275, 1.7150880098342896, 1.7180023193359375, 1.7299737930297852, 1.7515674829483032, 1.7410212755203247, 1.7779221534729004, 1.8008723258972168, 1.780047059059143, 1.7931928634643555, 1.7628116607666016, 1.8002619743347168, 1.788148045539856, 1.799893856048584, 1.8024251461029053, 1.8168559074401855, 1.8242343664169312]","[1.4862698316574097, 1.4895105361938477, 1.5341579914093018, 1.57774817943573, 1.6427664756774902, 1.6925116777420044, 1.7721632719039917, 1.8328368663787842, 1.930543303489685, 1.9937816858291626, 2.09133243560791, 2.164471387863159, 2.1504902839660645, 2.249894857406616, 2.305893898010254, 2.331873893737793, 2.290618419647217, 2.2578773498535156, 2.18808913230896, 2.136409282684326, 2.1497480869293213, 2.134554386138916, 2.1033051013946533, 2.1223433017730713, 2.171987533569336, 2.209439754486084, 2.22707462310791, 2.1964914798736572, 2.18456768989563, 2.099130868911743, 2.0559773445129395, 2.032238245010376, 2.1040358543395996, 2.082423210144043, 2.122711181640625, 2.074699878692627, 1.9777584075927734, 1.9654781818389893, 1.9670045375823975, 1.953639030456543, 2.033184766769409, 2.064383029937744, 2.101825714111328, 2.036597967147827, 2.0263404846191406, 2.0470480918884277, 2.13486385345459, 2.1253068447113037, 2.177896738052368, 2.2431273460388184]"
8,"[1.4880706071853638, 1.4933134317398071, 1.5419573783874512, 1.6064283847808838, 1.6862138509750366, 1.749996542930603, 1.8677786588668823, 2.0200111865997314, 2.1450531482696533, 2.256997585296631, 2.374886989593506, 2.4737861156463623, 2.5529537200927734, 2.6566333770751953, 2.6286683082580566, 2.5991365909576416, 2.4729557037353516, 2.44335675239563, 2.4286041259765625, 2.517599582672119, 2.522803544998169, 2.4248592853546143, 2.339081287384033, 2.3246724605560303, 2.3604352474212646, 2.394294261932373, 2.450439691543579, 2.4676740169525146, 2.4845657348632812, 2.3586461544036865, 2.293837785720825, 2.3385462760925293, 2.3276312351226807, 2.4197394847869873, 2.3983371257781982, 2.418390989303589, 2.424258232116699, 2.3781158924102783, 2.3112411499023438, 2.2250075340270996, 2.113248586654663, 2.022273063659668, 2.0199544429779053, 2.1257522106170654, 2.141530990600586, 2.1460049152374268, 2.008479595184326, 2.018552303314209, 2.0575103759765625, 2.029581069946289]","[1.4713793992996216, 1.4743701219558716, 1.5068808794021606, 1.5466077327728271, 1.5975403785705566, 1.6441622972488403, 1.7162631750106812, 1.7734544277191162, 1.8281848430633545, 1.8943549394607544, 1.9403202533721924, 2.004777669906616, 2.008291006088257, 1.9699348211288452, 1.937685251235962, 1.8334931135177612, 1.8427085876464844, 1.8187750577926636, 1.8256436586380005, 1.8219364881515503, 1.8189858198165894, 1.8351565599441528, 1.8451988697052002, 1.8242570161819458, 1.774405598640442, 1.7867226600646973, 1.794448733329773, 1.7602132558822632, 1.8006253242492676, 1.8052983283996582, 1.8349980115890503, 1.83164644241333, 1.8747813701629639, 1.8299709558486938, 1.8670696020126343, 1.9245673418045044, 1.852658987045288, 1.8672343492507935, 1.8868921995162964, 1.8645457029342651, 1.84685218334198, 1.8045144081115723, 1.8102864027023315, 1.779926061630249, 1.8369706869125366, 1.8421024084091187, 1.860891580581665, 1.8492798805236816, 1.8213002681732178, 1.779187798500061]","[1.477074146270752, 1.4820178747177124, 1.526667594909668, 1.5788354873657227, 1.641130805015564, 1.7125234603881836, 1.7893049716949463, 1.8924707174301147, 1.973966121673584, 2.037553548812866, 2.0781307220458984, 2.0907886028289795, 2.083075523376465, 2.0107784271240234, 1.9919710159301758, 2.062819719314575, 2.0666065216064453, 2.114983081817627, 2.1513161659240723, 2.1554291248321533, 2.096255302429199, 2.021367311477661, 2.091853141784668, 2.1408801078796387, 2.1439483165740967, 2.1227259635925293, 2.0903382301330566, 2.126208543777466, 2.1076998710632324, 2.1200039386749268, 2.11795711517334, 2.1502325534820557, 2.109269618988037, 2.183018922805786, 2.1884593963623047, 2.1533732414245605, 2.2651593685150146, 2.2036561965942383, 2.182835817337036, 2.133683204650879, 2.0651144981384277, 2.068319797515869, 2.041593074798584, 1.9495996236801147, 2.0860161781311035, 2.065485715866089, 2.1363275051116943, 2.0656185150146484, 2.193769693374634, 2.1990854740142822]"
