,Schema0,Schema1,Control0,Control1,Mixed-Schema,Mixed-Control
0,"[160.7293243408203, 160.75250244140625, 159.6645050048828, 158.4598388671875, 156.7064971923828, 154.73883056640625, 152.88999938964844, 151.91915893554688, 150.6043243408203, 150.3853302001953, 148.683837890625, 147.6806640625, 144.60617065429688, 145.39382934570312, 143.2086639404297, 143.7173309326172, 145.57432556152344, 149.1858367919922, 150.0121612548828, 150.8560028076172, 147.934326171875, 150.53916931152344, 151.32882690429688, 149.91732788085938, 151.8526611328125, 151.7949981689453, 151.06649780273438, 147.87066650390625, 151.5175018310547, 150.81967163085938, 150.53883361816406, 151.4425048828125, 152.81300354003906, 154.12733459472656, 154.9741668701172, 154.572998046875, 157.58082580566406, 157.14149475097656, 156.71800231933594, 155.18167114257812, 158.29933166503906, 154.49549865722656, 155.4598388671875, 155.66433715820312, 146.35916137695312, 150.29150390625, 148.60333251953125, 151.82449340820312, 148.9183349609375, 150.0760040283203]","[161.18133544921875, 161.3939971923828, 159.31349182128906, 157.899169921875, 156.11949157714844, 155.6421661376953, 154.44549560546875, 152.14866638183594, 151.69366455078125, 147.92083740234375, 147.53883361816406, 146.50283813476562, 147.4988250732422, 146.86965942382812, 146.871826171875, 148.40499877929688, 149.01182556152344, 151.35699462890625, 150.34632873535156, 149.7448272705078, 150.0, 150.00399780273438, 151.56849670410156, 151.27915954589844, 150.12432861328125, 150.9116668701172, 150.06716918945312, 150.22000122070312, 146.91299438476562, 147.6508331298828, 149.51316833496094, 150.49049377441406, 153.125, 155.88433837890625, 156.3911590576172, 151.99600219726562, 151.66400146484375, 150.9623260498047, 151.94900512695312, 150.71932983398438, 151.05116271972656, 158.11782836914062, 154.3838348388672, 158.808837890625, 158.96766662597656, 160.75965881347656, 156.97732543945312, 154.55982971191406, 158.0504913330078, 160.1836700439453]","[161.3564910888672, 161.9048309326172, 161.5313262939453, 160.69566345214844, 159.44049072265625, 158.7401580810547, 158.27833557128906, 157.4391632080078, 156.8058319091797, 156.61766052246094, 156.086669921875, 156.1064910888672, 155.46432495117188, 155.90699768066406, 155.67416381835938, 157.9530029296875, 157.41217041015625, 157.86050415039062, 158.68215942382812, 159.33999633789062, 158.61216735839844, 158.93533325195312, 159.8614959716797, 159.02633666992188, 159.5050048828125, 158.3643341064453, 158.89300537109375, 158.6056671142578, 158.5333251953125, 158.21499633789062, 158.40966796875, 157.13583374023438, 157.57266235351562, 158.454833984375, 157.8386688232422, 156.3074951171875, 157.6981658935547, 156.6044921875, 156.76266479492188, 157.28500366210938, 156.56565856933594, 157.12933349609375, 156.95433044433594, 156.85499572753906, 156.65216064453125, 158.04083251953125, 158.06483459472656, 157.3629913330078, 157.34799194335938, 157.43533325195312]","[161.25099182128906, 160.84133911132812, 158.80149841308594, 157.60333251953125, 156.642333984375, 155.05982971191406, 152.7935028076172, 151.05999755859375, 150.41299438476562, 149.09815979003906, 147.99183654785156, 148.5159912109375, 147.82516479492188, 146.5693359375, 149.4344940185547, 151.0226593017578, 154.08599853515625, 154.9163360595703, 155.37767028808594, 154.77783203125, 154.39183044433594, 154.45233154296875, 153.69383239746094, 154.4864959716797, 154.56832885742188, 154.49349975585938, 153.90533447265625, 154.45933532714844, 154.75149536132812, 154.31849670410156, 154.0853271484375, 153.95816040039062, 153.50099182128906, 154.6411590576172, 154.08416748046875, 154.13650512695312, 154.5970001220703, 155.27249145507812, 153.52183532714844, 154.6441650390625, 154.0778350830078, 152.26766967773438, 153.46249389648438, 153.37367248535156, 154.4409942626953, 155.01199340820312, 154.84266662597656, 154.11532592773438, 155.64950561523438, 155.92832946777344]","[160.84449768066406, 161.19732666015625, 159.40232849121094, 157.8528289794922, 156.88800048828125, 156.11883544921875, 154.3074951171875, 153.03900146484375, 149.92132568359375, 148.10983276367188, 147.33267211914062, 146.2516632080078, 145.18466186523438, 144.32215881347656, 144.7866668701172, 145.57066345214844, 147.37583923339844, 147.31016540527344, 146.9340057373047, 145.9913330078125, 147.0294952392578, 145.5401611328125, 145.3421630859375, 144.35516357421875, 143.4998321533203, 143.3144989013672, 141.96116638183594, 142.63783264160156, 142.9218292236328, 141.96432495117188, 142.38783264160156, 141.6584930419922, 142.03582763671875, 142.7588348388672, 142.16749572753906, 142.0605010986328, 142.0921630859375, 142.71983337402344, 143.95933532714844, 143.0778350830078, 144.64833068847656, 145.5363311767578, 144.70582580566406, 144.09483337402344, 145.44566345214844, 145.5221710205078, 145.1216583251953, 145.32215881347656, 145.038330078125, 145.8036651611328]","[161.0504913330078, 161.28733825683594, 160.4683380126953, 159.33499145507812, 158.11033630371094, 156.75965881347656, 155.5504913330078, 154.5846710205078, 154.5381622314453, 154.51449584960938, 153.7483367919922, 153.58216857910156, 155.47483825683594, 156.3003387451172, 157.23182678222656, 156.8228302001953, 156.34083557128906, 157.70249938964844, 156.89683532714844, 159.53233337402344, 159.2288360595703, 159.40866088867188, 159.53965759277344, 159.7429962158203, 159.7096710205078, 160.46282958984375, 161.2743377685547, 159.5191650390625, 160.97499084472656, 162.1316680908203, 162.88433837890625, 164.23117065429688, 163.55233764648438, 163.531005859375, 164.25782775878906, 164.22532653808594, 164.8701629638672, 164.683837890625, 165.2118377685547, 164.57766723632812, 164.1544952392578, 165.7659912109375, 165.7133331298828, 165.298828125, 164.54649353027344, 163.83250427246094, 164.80715942382812, 166.10899353027344, 168.156494140625, 165.00299072265625]"
1,"[160.27066040039062, 160.17599487304688, 159.3905029296875, 158.24349975585938, 157.72999572753906, 156.24966430664062, 155.3766632080078, 152.4601593017578, 153.30299377441406, 152.26283264160156, 150.48849487304688, 148.56100463867188, 149.3470001220703, 149.79800415039062, 148.9358367919922, 149.08116149902344, 148.65049743652344, 150.33349609375, 150.89700317382812, 150.73233032226562, 153.2711639404297, 151.39500427246094, 149.75582885742188, 150.2433319091797, 151.0904998779297, 151.1006622314453, 151.23049926757812, 151.4083251953125, 155.28115844726562, 154.92799377441406, 153.87632751464844, 154.92599487304688, 154.1873321533203, 156.6840057373047, 156.1731719970703, 154.8596649169922, 156.78782653808594, 154.65032958984375, 154.31466674804688, 154.9969940185547, 154.71966552734375, 153.80349731445312, 154.79283142089844, 152.24266052246094, 154.30850219726562, 159.7030029296875, 157.1215057373047, 156.86050415039062, 155.46482849121094, 157.19200134277344]","[161.07766723632812, 161.20433044433594, 158.77915954589844, 157.295166015625, 154.80833435058594, 152.878662109375, 149.56866455078125, 148.39332580566406, 144.56399536132812, 143.04750061035156, 141.40615844726562, 140.99200439453125, 139.0189971923828, 137.73216247558594, 137.36866760253906, 136.90182495117188, 137.46466064453125, 139.5124969482422, 143.95333862304688, 146.71583557128906, 146.9393310546875, 145.77450561523438, 146.32933044433594, 145.22467041015625, 144.21083068847656, 145.10983276367188, 145.35699462890625, 148.68499755859375, 147.4231719970703, 145.53182983398438, 146.79983520507812, 145.76382446289062, 150.2603302001953, 148.31683349609375, 150.26150512695312, 154.7986602783203, 154.25267028808594, 156.18199157714844, 155.7376708984375, 153.95333862304688, 153.78717041015625, 152.59117126464844, 154.22366333007812, 154.5054931640625, 155.7639923095703, 152.20733642578125, 153.42982482910156, 150.77999877929688, 154.07632446289062, 151.73733520507812]","[161.70199584960938, 161.6790008544922, 160.71400451660156, 159.90516662597656, 158.63400268554688, 157.38217163085938, 155.43032836914062, 154.47332763671875, 154.30599975585938, 154.3629913330078, 153.57632446289062, 152.8423309326172, 153.0644989013672, 152.50050354003906, 151.56382751464844, 152.0518341064453, 152.10633850097656, 152.3524932861328, 153.63916015625, 153.0143280029297, 153.0885009765625, 154.49749755859375, 155.2881622314453, 154.7205047607422, 155.2239990234375, 153.63316345214844, 153.899169921875, 154.3626708984375, 155.44732666015625, 156.51283264160156, 154.3113250732422, 155.37350463867188, 154.0296630859375, 154.63282775878906, 156.09666442871094, 156.84249877929688, 156.9286651611328, 156.2469940185547, 156.0518341064453, 156.6078338623047, 156.19515991210938, 156.70716857910156, 156.12950134277344, 155.90817260742188, 156.70632934570312, 156.13966369628906, 155.95433044433594, 156.36717224121094, 155.888671875, 155.8004913330078]","[161.18199157714844, 161.53500366210938, 160.21116638183594, 158.3163299560547, 157.21083068847656, 155.66766357421875, 154.79983520507812, 154.58116149902344, 154.20733642578125, 152.7288360595703, 152.83099365234375, 153.79266357421875, 154.74766540527344, 152.55482482910156, 152.91482543945312, 152.4951629638672, 153.21083068847656, 152.51950073242188, 151.88265991210938, 151.84500122070312, 153.40232849121094, 152.67066955566406, 152.90499877929688, 152.50732421875, 154.5988311767578, 154.97250366210938, 155.26800537109375, 153.84266662597656, 154.14183044433594, 156.7173309326172, 154.69583129882812, 155.0613250732422, 155.17266845703125, 156.30850219726562, 157.80783081054688, 158.3993377685547, 158.27017211914062, 157.81333923339844, 157.524169921875, 157.2346649169922, 157.18666076660156, 157.31582641601562, 156.6824951171875, 157.27149963378906, 156.54550170898438, 155.66433715820312, 156.54150390625, 156.29283142089844, 156.27366638183594, 156.6411590576172]","[161.83782958984375, 162.13633728027344, 161.50765991210938, 159.69065856933594, 158.32015991210938, 156.27166748046875, 154.62815856933594, 152.308837890625, 151.60049438476562, 149.4808349609375, 147.40399169921875, 148.62767028808594, 149.07749938964844, 149.95582580566406, 150.28883361816406, 148.388671875, 147.33917236328125, 145.88265991210938, 146.21949768066406, 145.62599182128906, 147.5366668701172, 145.8228302001953, 145.1406707763672, 146.00650024414062, 146.45083618164062, 147.91465759277344, 147.16116333007812, 146.86732482910156, 146.82032775878906, 146.7740020751953, 145.32383728027344, 145.99366760253906, 144.44583129882812, 144.29849243164062, 144.8296661376953, 144.35015869140625, 145.9236602783203, 144.0419921875, 142.21932983398438, 142.6959991455078, 142.75982666015625, 141.89466857910156, 141.18133544921875, 138.75900268554688, 138.39283752441406, 137.80599975585938, 140.54083251953125, 142.38833618164062, 139.95933532714844, 142.11749267578125]","[160.20533752441406, 159.98533630371094, 158.49200439453125, 157.71449279785156, 156.33949279785156, 156.40182495117188, 156.1320037841797, 154.70716857910156, 153.21583557128906, 153.31033325195312, 152.85150146484375, 153.1165008544922, 156.70066833496094, 158.2884979248047, 158.138671875, 157.69749450683594, 156.99966430664062, 158.23182678222656, 157.83250427246094, 158.9258270263672, 158.62899780273438, 158.8451690673828, 160.36949157714844, 160.95716857910156, 161.81700134277344, 159.97366333007812, 160.99249267578125, 161.94332885742188, 161.5326690673828, 161.8626708984375, 162.27732849121094, 162.27682495117188, 163.0413360595703, 163.90367126464844, 163.22515869140625, 163.30816650390625, 163.1840057373047, 163.65399169921875, 163.5139923095703, 163.8593292236328, 164.63465881347656, 164.62066650390625, 165.673828125, 167.18817138671875, 166.0991668701172, 166.36483764648438, 166.9776611328125, 166.87733459472656, 167.84165954589844, 167.56866455078125]"
2,"[160.53500366210938, 160.29766845703125, 158.399169921875, 157.70899963378906, 156.9391632080078, 155.32949829101562, 153.8973388671875, 152.2864990234375, 150.5938262939453, 151.3141632080078, 149.4774932861328, 147.02032470703125, 145.20999145507812, 145.07516479492188, 145.08282470703125, 144.14500427246094, 143.75433349609375, 144.6026611328125, 143.46432495117188, 143.33116149902344, 143.5748291015625, 143.85482788085938, 145.74166870117188, 143.63465881347656, 147.3314971923828, 150.53982543945312, 153.06333923339844, 154.9671630859375, 153.7135009765625, 153.83033752441406, 152.68482971191406, 154.13949584960938, 154.56382751464844, 152.14315795898438, 154.26866149902344, 156.16932678222656, 156.2188262939453, 155.70132446289062, 157.371337890625, 155.1616668701172, 155.30282592773438, 158.07766723632812, 155.84133911132812, 156.02066040039062, 155.79733276367188, 155.3404998779297, 158.14183044433594, 153.90182495117188, 157.82699584960938, 159.81866455078125]","[160.9231719970703, 160.80667114257812, 159.8470001220703, 158.32083129882812, 156.72267150878906, 155.39083862304688, 154.9794921875, 153.89266967773438, 149.86199951171875, 147.8191680908203, 146.40133666992188, 147.44850158691406, 147.50283813476562, 148.14633178710938, 147.4443359375, 145.95899963378906, 144.65733337402344, 143.4568328857422, 142.96665954589844, 143.71783447265625, 145.0695037841797, 143.73983764648438, 142.6024932861328, 146.1389923095703, 145.96649169921875, 149.44216918945312, 151.23133850097656, 151.94566345214844, 151.84449768066406, 150.2098388671875, 150.74766540527344, 147.08799743652344, 147.8804931640625, 147.1353302001953, 146.3249969482422, 145.34249877929688, 145.38766479492188, 147.86500549316406, 149.18966674804688, 150.30532836914062, 151.64666748046875, 147.83132934570312, 152.57449340820312, 149.3803253173828, 151.20266723632812, 152.4981689453125, 150.4376678466797, 155.20166015625, 155.61500549316406, 151.07032775878906]","[161.1563262939453, 160.41616821289062, 159.67050170898438, 158.61383056640625, 157.19515991210938, 155.6181640625, 154.0959930419922, 152.37466430664062, 150.8246612548828, 149.26466369628906, 146.7328338623047, 146.2270050048828, 146.26583862304688, 147.52932739257812, 148.70399475097656, 150.50833129882812, 151.91749572753906, 154.08116149902344, 153.78733825683594, 153.7123260498047, 152.83999633789062, 153.64833068847656, 153.55816650390625, 154.27000427246094, 154.79600524902344, 154.6385040283203, 154.99465942382812, 155.39549255371094, 155.12899780273438, 154.718505859375, 153.8611602783203, 153.72650146484375, 154.29916381835938, 155.3578338623047, 155.26133728027344, 155.73350524902344, 155.8885040283203, 155.59750366210938, 155.5673370361328, 156.16566467285156, 155.34317016601562, 156.01882934570312, 154.85549926757812, 155.6458282470703, 155.91566467285156, 155.64633178710938, 156.3346710205078, 155.7433319091797, 155.8386688232422, 155.49899291992188]","[161.12567138671875, 161.88465881347656, 160.8401641845703, 159.9445037841797, 158.54766845703125, 157.5833282470703, 156.94265747070312, 156.81500244140625, 155.7098388671875, 155.01333618164062, 154.35716247558594, 154.67300415039062, 154.5486602783203, 155.1943359375, 155.10366821289062, 154.50067138671875, 154.5521697998047, 157.52516174316406, 156.52099609375, 155.98117065429688, 156.34133911132812, 156.77816772460938, 157.4723358154297, 158.66867065429688, 158.8853302001953, 158.13333129882812, 158.46766662597656, 157.1823272705078, 156.1756591796875, 155.4546661376953, 154.65150451660156, 156.27316284179688, 155.8268280029297, 156.84165954589844, 156.3091583251953, 156.8606719970703, 156.14016723632812, 156.77650451660156, 156.7396697998047, 156.6776580810547, 155.68600463867188, 156.80166625976562, 155.42300415039062, 154.9203338623047, 156.2241668701172, 156.27783203125, 156.2808380126953, 156.96533203125, 157.74000549316406, 157.6876678466797]","[161.05332946777344, 160.87799072265625, 158.28050231933594, 155.6043243408203, 154.2711639404297, 152.13665771484375, 148.83250427246094, 145.08233642578125, 140.80833435058594, 138.42916870117188, 135.3560028076172, 135.67916870117188, 135.18699645996094, 135.0953369140625, 135.73899841308594, 135.3733367919922, 133.6356658935547, 133.6403350830078, 132.87100219726562, 134.0074920654297, 136.38133239746094, 136.43466186523438, 138.3520050048828, 135.5989990234375, 135.19583129882812, 136.2483367919922, 133.8368377685547, 136.02850341796875, 136.62583923339844, 137.3874969482422, 136.67916870117188, 135.33450317382812, 135.65882873535156, 134.95399475097656, 137.19866943359375, 134.5471649169922, 136.21316528320312, 137.6526641845703, 141.52850341796875, 139.37033081054688, 142.40350341796875, 142.95333862304688, 142.0594940185547, 141.73666381835938, 142.08233642578125, 138.72532653808594, 138.78016662597656, 139.4459991455078, 143.9431610107422, 144.5159912109375]","[161.47816467285156, 162.34249877929688, 163.14950561523438, 162.72616577148438, 162.39566040039062, 162.00717163085938, 161.89883422851562, 161.7921600341797, 162.01800537109375, 161.52183532714844, 161.22666931152344, 161.0786590576172, 161.85116577148438, 162.9185028076172, 164.57215881347656, 164.3751678466797, 164.49749755859375, 165.04849243164062, 165.59950256347656, 166.7188262939453, 164.8730010986328, 164.4776611328125, 163.66299438476562, 166.2653350830078, 166.83766174316406, 166.79800415039062, 168.16233825683594, 167.17950439453125, 166.21617126464844, 166.78717041015625, 166.50450134277344, 167.75416564941406, 166.79283142089844, 167.2498321533203, 167.26699829101562, 167.71266174316406, 168.02017211914062, 167.47433471679688, 167.36732482910156, 168.12367248535156, 166.08616638183594, 166.51666259765625, 166.55099487304688, 165.89083862304688, 166.68716430664062, 167.6493377685547, 167.83999633789062, 166.81549072265625, 167.8076629638672, 167.25616455078125]"
3,"[161.22666931152344, 160.33016967773438, 159.8419952392578, 158.57516479492188, 157.48716735839844, 155.82583618164062, 154.84750366210938, 153.12933349609375, 151.94332885742188, 151.08566284179688, 151.17132568359375, 149.4673309326172, 149.52499389648438, 149.2568359375, 148.43833923339844, 148.41200256347656, 147.58433532714844, 147.57266235351562, 147.72315979003906, 148.1020050048828, 148.4326629638672, 147.87933349609375, 147.96417236328125, 148.6595001220703, 149.2191619873047, 149.37815856933594, 150.6094970703125, 151.2066650390625, 151.6373291015625, 150.60232543945312, 149.58782958984375, 150.2968292236328, 151.51416015625, 152.33050537109375, 154.92233276367188, 152.20550537109375, 151.71633911132812, 154.99000549316406, 154.7461700439453, 153.7191619873047, 156.06149291992188, 156.6133270263672, 160.6751708984375, 157.48599243164062, 157.1508331298828, 157.07899475097656, 151.23316955566406, 153.93199157714844, 153.93617248535156, 156.22166442871094]","[161.5786590576172, 162.13916015625, 159.93167114257812, 158.92300415039062, 156.48533630371094, 155.32666015625, 152.8885040283203, 151.6826629638672, 149.6631622314453, 147.31666564941406, 145.2721710205078, 146.10850524902344, 144.61166381835938, 143.75149536132812, 142.94332885742188, 141.843994140625, 141.99783325195312, 142.44566345214844, 140.94749450683594, 142.35299682617188, 143.02682495117188, 144.3000030517578, 146.6074981689453, 148.11216735839844, 148.09849548339844, 150.03599548339844, 148.74850463867188, 149.29049682617188, 150.78382873535156, 150.69000244140625, 151.7498321533203, 151.29933166503906, 152.989501953125, 152.81399536132812, 153.6476593017578, 154.65567016601562, 156.98916625976562, 155.5226593017578, 157.3386688232422, 155.31382751464844, 156.5016632080078, 156.21783447265625, 153.0973358154297, 155.76516723632812, 154.01182556152344, 159.74465942382812, 160.6756591796875, 161.4008331298828, 159.89683532714844, 159.9915008544922]","[160.388671875, 160.20433044433594, 158.06565856933594, 157.10516357421875, 155.0260009765625, 153.66732788085938, 152.31700134277344, 151.17616271972656, 149.3040008544922, 148.18099975585938, 148.6718292236328, 149.3404998779297, 148.53033447265625, 149.1215057373047, 149.52183532714844, 149.67416381835938, 149.59967041015625, 150.2554931640625, 150.5885009765625, 149.82199096679688, 150.51182556152344, 149.7989959716797, 151.048828125, 152.951171875, 150.36700439453125, 151.9373321533203, 152.03500366210938, 152.75933837890625, 153.82449340820312, 155.01866149902344, 156.31117248535156, 155.3784942626953, 154.86416625976562, 156.0919952392578, 156.22816467285156, 155.038330078125, 153.39599609375, 152.99000549316406, 153.31500244140625, 153.64599609375, 153.8264923095703, 153.49032592773438, 153.9618377685547, 153.26783752441406, 154.07899475097656, 153.91549682617188, 155.39349365234375, 154.7808380126953, 154.33900451660156, 154.91983032226562]","[161.64149475097656, 162.16749572753906, 161.6038360595703, 160.8738250732422, 160.32066345214844, 159.50650024414062, 159.0106658935547, 158.26316833496094, 157.2154998779297, 156.4861602783203, 156.6613311767578, 157.4011688232422, 158.7711639404297, 156.4876708984375, 156.60316467285156, 157.06832885742188, 156.75099182128906, 157.0298309326172, 157.7794952392578, 158.06199645996094, 157.6928253173828, 158.9048309326172, 158.81700134277344, 158.73333740234375, 158.8423309326172, 158.34149169921875, 158.1836700439453, 159.04232788085938, 159.16116333007812, 159.628662109375, 158.69400024414062, 158.65399169921875, 159.7361602783203, 158.33982849121094, 158.6211700439453, 158.37449645996094, 159.08399963378906, 158.1165008544922, 157.1211700439453, 158.29583740234375, 157.45733642578125, 157.9929962158203, 156.86717224121094, 157.7519989013672, 157.12350463867188, 156.7661590576172, 156.4633331298828, 155.94082641601562, 156.25965881347656, 157.1721649169922]","[160.83883666992188, 161.44532775878906, 159.54367065429688, 157.53067016601562, 155.670166015625, 153.63516235351562, 152.76016235351562, 151.2115020751953, 149.37033081054688, 148.90916442871094, 145.88499450683594, 143.59283447265625, 142.66983032226562, 140.7274932861328, 139.02732849121094, 138.93016052246094, 140.51800537109375, 145.8268280029297, 149.35899353027344, 150.90016174316406, 149.62649536132812, 148.38999938964844, 147.86366271972656, 146.65167236328125, 146.70750427246094, 146.24249267578125, 146.43099975585938, 145.01866149902344, 144.6471710205078, 145.125, 145.44549560546875, 146.1824951171875, 146.21383666992188, 146.24266052246094, 146.7661590576172, 144.57766723632812, 146.24183654785156, 143.0135040283203, 144.38282775878906, 144.64950561523438, 143.28965759277344, 141.80467224121094, 141.1961669921875, 139.82415771484375, 140.96633911132812, 139.09983825683594, 139.13600158691406, 137.98333740234375, 137.72283935546875, 139.34616088867188]","[161.13650512695312, 160.77383422851562, 159.77000427246094, 158.7239990234375, 157.68966674804688, 156.7661590576172, 155.86732482910156, 155.71617126464844, 154.68899536132812, 153.90432739257812, 153.8296661376953, 154.17916870117188, 154.00765991210938, 154.77099609375, 155.7989959716797, 156.19383239746094, 158.60983276367188, 160.6653289794922, 163.67433166503906, 163.67616271972656, 162.76666259765625, 162.6304931640625, 163.35032653808594, 163.559326171875, 161.93966674804688, 163.7288360595703, 163.40049743652344, 164.51983642578125, 164.02183532714844, 162.94699096679688, 163.6146697998047, 164.2691650390625, 164.6316680908203, 165.28683471679688, 164.80299377441406, 165.73182678222656, 165.3788299560547, 166.7291717529297, 166.7481689453125, 165.43716430664062, 166.8348388671875, 167.6603240966797, 166.9706573486328, 166.7834930419922, 166.8373260498047, 167.9076690673828, 167.6584930419922, 166.88316345214844, 168.871337890625, 168.3564910888672]"
4,"[160.9326629638672, 160.4671630859375, 159.51966857910156, 157.80667114257812, 156.39166259765625, 153.80349731445312, 153.32249450683594, 152.28382873535156, 151.30599975585938, 150.95533752441406, 148.41932678222656, 149.3211669921875, 149.3719940185547, 149.80599975585938, 149.753662109375, 150.75083923339844, 151.30783081054688, 148.78765869140625, 149.71533203125, 148.5161590576172, 148.51882934570312, 150.14300537109375, 148.19650268554688, 147.7813262939453, 147.75466918945312, 148.01483154296875, 146.5816650390625, 147.30233764648438, 148.5746612548828, 150.85699462890625, 149.78965759277344, 149.36683654785156, 149.8018341064453, 148.27633666992188, 148.80099487304688, 148.7375030517578, 150.6876678466797, 146.73300170898438, 148.1790008544922, 148.46749877929688, 147.01666259765625, 148.52450561523438, 148.99732971191406, 152.75765991210938, 152.19732666015625, 155.90283203125, 157.1338348388672, 159.53549194335938, 152.22267150878906, 157.20767211914062]","[161.49949645996094, 161.47332763671875, 159.6078338623047, 158.00900268554688, 156.85232543945312, 155.53883361816406, 153.15283203125, 152.1125030517578, 150.1074981689453, 147.9239959716797, 147.3199920654297, 146.15182495117188, 145.98133850097656, 147.968505859375, 152.4793243408203, 150.92132568359375, 151.19200134277344, 151.13499450683594, 150.0848388671875, 151.14849853515625, 150.52166748046875, 149.29066467285156, 149.32415771484375, 149.5643310546875, 149.9531707763672, 149.13882446289062, 150.2361602783203, 150.59117126464844, 151.94383239746094, 152.78233337402344, 153.3074951171875, 154.55532836914062, 154.24449157714844, 155.1078338623047, 152.6863250732422, 152.18215942382812, 150.80433654785156, 153.46466064453125, 152.0328369140625, 152.14300537109375, 152.09317016601562, 152.78500366210938, 155.09933471679688, 155.19900512695312, 156.1826629638672, 157.82516479492188, 161.5941619873047, 157.45632934570312, 159.3978271484375, 159.06033325195312]","[160.62615966796875, 160.43350219726562, 158.5681610107422, 157.2101593017578, 155.6231689453125, 154.1411590576172, 152.46066284179688, 151.40733337402344, 150.1945037841797, 149.96865844726562, 150.0768280029297, 149.6024932861328, 150.43150329589844, 151.63682556152344, 152.0308380126953, 153.5901641845703, 153.66049194335938, 153.40399169921875, 153.11532592773438, 153.0643310546875, 152.9518280029297, 154.03866577148438, 153.60049438476562, 153.16949462890625, 154.6230010986328, 155.0573272705078, 155.92332458496094, 155.08082580566406, 155.82400512695312, 154.84182739257812, 154.6336669921875, 154.27633666992188, 153.65032958984375, 154.0973358154297, 155.5536651611328, 154.66416931152344, 153.5068359375, 152.99783325195312, 154.65682983398438, 155.14450073242188, 153.84500122070312, 154.1771697998047, 154.8246612548828, 155.94833374023438, 154.7554931640625, 155.0883331298828, 154.781005859375, 154.46383666992188, 153.15933227539062, 154.10299682617188]","[161.21617126464844, 161.32699584960938, 160.718994140625, 159.81100463867188, 158.81900024414062, 157.69033813476562, 157.1685028076172, 155.96449279785156, 155.4083251953125, 155.2748260498047, 155.03382873535156, 155.1038360595703, 155.045166015625, 155.72332763671875, 155.16966247558594, 154.6683349609375, 156.3543243408203, 155.08799743652344, 156.55499267578125, 156.0886688232422, 156.24449157714844, 156.5608367919922, 156.7064971923828, 156.4171600341797, 156.03366088867188, 156.7588348388672, 156.92066955566406, 156.77650451660156, 156.55616760253906, 157.19766235351562, 156.7188262939453, 156.72349548339844, 156.77783203125, 156.04649353027344, 155.86849975585938, 155.95616149902344, 156.0988311767578, 157.16932678222656, 157.07916259765625, 156.732666015625, 156.3628387451172, 156.8090057373047, 156.44566345214844, 158.20883178710938, 156.08949279785156, 155.65016174316406, 155.31382751464844, 156.42849731445312, 155.33917236328125, 156.06582641601562]","[161.24282836914062, 160.8784942626953, 158.96266174316406, 157.72666931152344, 156.14566040039062, 154.8181610107422, 152.88699340820312, 151.85116577148438, 149.8596649169922, 148.88949584960938, 147.20033264160156, 146.25067138671875, 144.9654998779297, 143.73300170898438, 143.8631591796875, 145.75099182128906, 145.69749450683594, 145.99232482910156, 145.14083862304688, 145.92816162109375, 146.49217224121094, 147.8958282470703, 148.09832763671875, 146.1476593017578, 147.43199157714844, 145.72315979003906, 146.9373321533203, 146.3538360595703, 147.423828125, 147.38150024414062, 146.36199951171875, 145.0, 145.38217163085938, 145.89266967773438, 146.2693328857422, 148.22499084472656, 146.00050354003906, 147.51133728027344, 144.58116149902344, 145.98165893554688, 146.33416748046875, 143.8108367919922, 145.1215057373047, 141.02749633789062, 140.5106658935547, 143.4066619873047, 144.4066619873047, 143.6288299560547, 146.3260040283203, 151.08349609375]","[161.8716583251953, 161.8438262939453, 161.57066345214844, 160.5019989013672, 159.9604949951172, 158.75599670410156, 157.90882873535156, 157.45550537109375, 157.0970001220703, 155.43283081054688, 156.49867248535156, 155.8385009765625, 155.9363250732422, 158.4598388671875, 158.67967224121094, 158.90383911132812, 159.47166442871094, 158.361328125, 160.33700561523438, 160.6304931640625, 161.05116271972656, 159.92916870117188, 161.11082458496094, 161.37232971191406, 160.01182556152344, 162.184326171875, 162.18533325195312, 162.2570037841797, 163.29116821289062, 163.06649780273438, 163.37100219726562, 164.2308349609375, 164.337158203125, 165.3001708984375, 165.69766235351562, 165.33349609375, 166.50515747070312, 165.4078369140625, 166.09649658203125, 165.73666381835938, 165.4304962158203, 166.15150451660156, 164.95050048828125, 167.43865966796875, 168.31517028808594, 167.88116455078125, 166.84750366210938, 168.2671661376953, 170.4878387451172, 169.53500366210938]"
